Num,Team Name,Team Members,Score,Entries
578,jonas,jonas,0.60268,3
579,Joseph Chui,Joseph Chui,0.60275,2
580,HelloWorld,HelloWorld,0.60319,2
581,Crequena,Crequena,0.60335,9
582,Igor Buinyi,Igor Buinyi,0.60375,1
583,Olexandr Isayev,Olexandr Isayev,0.60395,2
584,IdleDevil,IdleDevil,0.60395,2
585,Darin Baumgartel,Darin Baumgartel,0.60395,3
586,LLR,RichardRennerRettJackson,0.60395,3
587,Anders Movert,Anders Movert,0.60395,29
588,DarciMartin,DarciMartin,0.60395,1
589,JasonYou0907,JasonYou0907,0.60395,8
590,k_warner,k_warner,0.60395,3
591,s1syphus,s1syphus,0.60413,1
592,Kihara,cbelthdkihara,0.60425,2
593,The Ebili,The Ebili,0.60435,3
594,Soroush,Soroush,0.60435,1
595,UgoM,UgoM,0.60457,3
596,esperto,esperto,0.60466,2
597,Sigmoid,Ozzario,0.6047,2
598,Ramiro Debbe,Ramiro Debbe,0.60494,5
599,pierrekhouryb,pierrekhouryb,0.60528,3
600,firefiend,firefiend,0.6054,2
601,Pietro Marini,Pietro Marini,0.60542,1
602,Nikhil Cheerla,Nikhil Cheerla,0.6055,3
603,All Random,All Random,0.6057,5
604,Andrew,Andrew,0.60718,1
605,bbbarbel,bbbarbel,0.60796,2
606,Mateusz Jerzyk,Mateusz Jerzyk,0.60886,7
607,Mark Chan,Mark Chan,0.6091,3
608,j,Jeong-Yoon Lee,0.60914,1
609,Zongyi Liu,Zongyi,0.61192,3
610,John M,John M,0.61288,3
611,MAK,MAK,0.61598,6
612,gtgtgt,gtgtgt,0.61623,4
613,Simon Andermatt,Simon Andermatt,0.62152,5
614,dbelgs,dbelgs,0.62223,3
615,Barbiturates,AntonSergey Verentsov,0.62233,2
616,palashsingh,palashsingh,0.62313,21
617,HowardYa,HowardYa,0.62517,2
618,Cong Ba,Cong Ba,0.62614,21
619,Dominic Breuker,Dominic Breuker,0.62755,3
620,Sashikanth Dareddy,Sashikanth Dareddy,0.62757,3
621,WSDFAEG,WSDFAEG,0.63053,5
622,Pawel Jasiurkowski,Pawel Jasiurkowski,0.6343,1
623,Code Monkeys,mels630sm1011Charlie,0.63446,4
624,mkgrei,mkgrei,0.63599,4
625,miitf,miitf,0.63812,3
626,cshwin,cshwin,0.64064,12
627,LongGang Pang,LongGang Pang,0.64138,9
628,wyae777,wyae777NanIsBad,0.64331,1
629,Misconception,GuyEHadarEvikOhad SilbertTiferet,0.64441,1
630,Doron,Doron,0.65106,3
631,RASDMLA,RASDMLA,0.65416,5
632,Jordie Fulton,Jordie Fulton,0.65561,3
633,Qing Ye,Qing Ye,0.65726,1
634,Breathe,the1owl,0.65941,5
635,borisCooper,borisCooper,0.6607,5
636,Eric Schmidt,Eric Schmidt,0.66376,4
637,Yuling An,Yuling An,0.6644,5
638,RoboTeam,TomasCernikŠt?pán KarásekTomas Ondracek,0.66593,1
639,Danio,Danio,0.67007,3
640,ssen3423,ssen3423,0.67185,9
641,datacathy,datacathy,0.6722,14
642,guillaumebrg,guillaumebrg,0.67595,8
643,Nvpiao,Nvpiao,0.67627,2
644,OlivierC,OlivierC,0.67744,47
645,jshao,jshao,0.67856,3
646,coco7427,coco7427,0.67856,17
647,pipipopo,pipipopo,0.67856,15
648,Oleggrinch,Oleggrinch,0.67856,12
649,Guido Zuidhof,Guido Zuidhof,0.67856,14
650,LeoVigna,LeoVigna,0.67856,10
651,AtilaOrhon,AtilaOrhon,0.67856,15
652,shallowness,B?a?ejKrzysztof Dziedzic,0.67856,15
653,Philip Popien,DeepVoltaire,0.67856,14
654,pszoldan,pszoldan,0.67856,14
655,kurosuto,kurosuto,0.67856,3
656,Jerry Thomas,Jerry Thomas,0.67856,14
657,dymitrruta,dymitrruta,0.67856,24
658,steve,steve,0.67856,3
659,Dan Busbridge,Dan Busbridge,0.67856,21
660,Daniel Gerigk,Daniel Gerigk,0.67856,15
661,MehmetErcan,MehmetErcan,0.67856,14
662,phuphunuda,phuphunuda,0.67856,3
663,sneh,sneh,0.67856,3
664,DmitryGodin,DmitryGodin,0.67856,3
665,kaggler101,kaggler101,0.67856,12
666,MIPAL,MIPAL,0.67856,3
667,xing ji,xing ji,0.67901,8
668,Mark,Mark,0.68234,24
669,Torres,Torres,0.68261,3
670,zhanxw,zhanxw,0.68261,3
671,Acadia Edge Group,Chitrorbiswas4Deepak TakhtaniGaddipati Asish kumar,0.68261,2
672,jwjohnson314,jwjohnson314,0.68261,3
673,ppwwyyxx,ppwwyyxx,0.68261,6
674,Richard,Richard,0.68261,6
675,Vinod prime,Vinod prime,0.68261,3
676,sexyokazu,sexyokazu,0.68261,7
677,deepsemantic,deepsemantic,0.68261,2
678,JacksEsmer,JacksEsmer,0.68261,3
679,Happy Feet,Minh-Tri Pham,0.68261,16
680,SunSun,SunSun,0.68261,8
681,See--,See--,0.68261,3
682,ank1987,ank1987,0.68261,8
683,jethiphist,jethiphist,0.68261,3
684,SatyaPati,SatyaPati,0.68261,2
685,HautRaieLit,HautRaieLit,0.68261,5
686,Dmitry Podviaznikov,Dmitry Podviaznikov,0.68261,3
687,jrao,jrao,0.68261,3
688,Dustin Boswell,Dustin Boswell,0.6828,1
689,?????????????,?????????????,0.68336,1
690,Georgy Frolov,Georgy Frolov,0.68361,4
691,Kawaskii,Kawaskii,0.6845,5
692,m201509,m201509,0.68615,4
693,Ada Lau,Ada Lau,0.68615,7
694,UbiLab,K4L4GZAntoniaKorba???????? ?????????,0.68615,4
695,A.R.S BAR,rchouanirudhalankrita,0.68643,6
696,Suresh,Suresh,0.68769,5
697,infra,infra,0.68809,2
698,Rho Ackerman,Rho Ackerman,0.68895,2
699,Nashalo,Nashalo,0.68965,2
700,Daniel Mueller,Daniel Mueller,0.68965,3
701,Akihiro Ueda,Akihiro Ueda,0.68965,2
702,joradus,joradus,0.68965,2
703,PaulMyeongchanKim,PaulMyeongchanKim,0.68965,2
704,ELOCAN,ELOCAN,0.68965,7
705,A bull in a China shop,Oliver,0.68965,27
706,LHincen,LHin,0.68965,3
707,datawrangler 2,datawrangler,0.68965,3
708,JianPeiCAD,Kongsea,0.68985,11
709,Alexander Bender,Alexander Bender,0.69022,2
710,virtuoso,virtuoso,0.69023,5
711,?????? ??????????,?????? ??????????,0.69053,3
712,MAD989,MAD989,0.69065,2
713,rookie_science,honey_spirit(not_so_holy),0.69077,3
714,Sentdex,Sentdex,0.69208,5
715,RichRadics,RichRadics,0.69233,1
716,Paul Puget,Paul Puget,0.69305,2
717,hehehe,hehehe,0.69311,2
718,Alexc,Alexc,0.69311,5
719,daisuki,daisuki,0.69311,6
720,droledokoc,droledokoc,0.69311,1
721,ankankjai2,ankankjai2,0.69311,8
722,AnnaDubovik,AnnaDubovik,0.69311,2
723,WooSangCho,WooSangCho,0.69311,3
,All 0.5 Benchmark,,0.69315,
724,blot,blot,0.69315,1
725,pushkarD,pushkarD,0.69315,1
726,Paul Lorenz,Paul Lorenz,0.69315,1
727,ajbhjbnkj,AJAI,0.69315,1
728,BorisPolcik,BorisPolcik,0.69315,1
729,XwOoOo,XwOoOo,0.69315,1
730,KQ,KQ,0.69315,2
731,Gerome Pistre,Gerome Pistre,0.69315,1
732,Sinatail,Sinatail,0.69315,2
733,Iván Vallés,Iván Vallés,0.69315,1
734,NRC,NRC,0.69315,1
735,Mateusz Piecuch,Mateusz Piecuch,0.69315,1
736,Gonzalo Franco,Gonzalo Franco,0.69315,1
737,Krzysztof Joachimiak,Krzysztof Joachimiak,0.69315,1
738,T. Scharf,T. Scharf,0.69315,1
739,KMen,KMen,0.69315,1
740,befandy,befandy,0.69315,2
741,Ricardus,Ricardus,0.69315,1
742,Ay?e Elvan Gündüz,Ay?e Elvan Gündüz,0.69315,1
743,LEONOB2014,Leonardo Becerra,0.69315,3
744,inyigol,Iñigo López,0.69315,1
745,Double Thinking,Ivan MartinArcadi,0.69315,1
746,Mohan Kandaraj,Mohan Kandaraj,0.69315,1
747,Humpty Dumpty,Humpty Dumpty,0.69315,1
748,asme,asme,0.69315,2
749,diaman,diaman,0.69315,1
750,Eugene Sidorov,Eugene Sidorov,0.69315,1
751,Shahrouz Raeisi,Shahrouz Raeisi,0.69315,2
752,AlejandroBL,HADES17,0.69315,1
753,Pierre Nowak,Pierre Nowak,0.69315,1
754,Thomas Paula,Thomas Paula,0.69315,1
755,Tarantula,Tarantula,0.69315,1
756,???? ?????????,???? ?????????,0.69315,1
757,neoalex,neoalex,0.69315,1
758,Anderson Miranda,Anderson Miranda,0.69315,1
759,Stanislav Chistyakov,Stanislav Chistyakov,0.69315,1
760,rr2048,rr2048,0.69315,1
761,DavidGbodiOdaibo,DavidGbodiOdaibo,0.69315,1
762,francoisl,francoisl,0.69315,1
763,kulik_oleh,kulik_oleh,0.69315,1
764,vishashdad,vishashdad,0.69315,1
765,Open Air,mynameisAlexey Golyshev,0.69315,1
766,Andrey Shapulin,Andrey Shapulin,0.69315,1
767,Marek Cygan,Marek Cygan,0.69315,1
768,zhmz90,zhmz90,0.69315,1
769,Kohei,Kohei,0.69315,1
770,MarcinPilipczuk,MarcinPilipczuk,0.69315,1
771,Marcin Mucha,Marcin Mucha,0.69315,1
772,linsam,linsam,0.69315,1
773,Dmitry Larko,Dmitry Larko,0.69315,1
774,Ali el Hassouni,Ali el Hassouni,0.69315,1
775,binga,binga,0.69315,1
776,eliott.brion,eliott.brion,0.69315,3
777,McSnappy,McSnappy,0.69315,1
778,bhendricks314,bhendricks314,0.69315,1
779,RSilveira,RSilveira,0.69315,1
780,mfcabrera,mfcabrera,0.69315,1
781,TiagoMarques,TiagoMarques,0.69315,1
782,Simon Mezgec,Simon Mezgec,0.69315,1
783,Zach,Zach,0.69315,1
784,Krishna Chaitanya S,Krishna Chaitanya S,0.69315,1
785,Markus,Markus,0.69315,1
786,Kiran Ganji,Kiran Ganji,0.69315,2
787,Saurabh Mathur,Saurabh Mathur,0.69315,1
788,krzysztof,krzysztof,0.69315,5
789,sswt,sswt,0.69315,1
790,Polarbearthu,Polarbearthu,0.69315,1
791,Archy,Archy,0.69315,1
792,gruby,gruby,0.69315,1
793,Tim Hochberg,Tim Hochberg,0.69315,1
794,NirYungster,NirYungster,0.69315,1
795,tantrev,tantrev,0.69315,1
796,Drew Brown,Drew Brown,0.69315,1
797,KGFeMan,KGFeMan,0.69315,1
798,Anjith George,Anjith George,0.69315,1
799,Przemek Zienta?a,Przemek Zienta?a,0.69315,1
800,Jo-fai Chow,Jo-fai Chow,0.69315,1
801,Yardena_Hirsch,Yardena_Hirsch,0.69315,1
802,xarion,xarion,0.69315,1
803,Kevin Mader,Kevin Mader,0.69315,1
804,Yue WU,Yue WU,0.69315,1
805,Ayman Boustati,Ayman Boustati,0.69315,1
806,Deep n Darco,Deep n Darco,0.69315,1
807,R,Rubin Wei,0.69315,1
808,Tony S,Tony S,0.69315,1
809,Marcus Marrow,Marcus Marrow,0.69315,1
810,bigdawg,bigdawg,0.69315,1
811,Dave Novelli,Dave Novelli,0.69315,1
812,DavidLichtenberg,DavidLichtenberg,0.69315,1
813,Soumojit Kumar,Soumojit Kumar,0.69315,1
814,Brian Law,Brian Law,0.69315,1
815,Min ZH,Min ZH,0.69315,1
816,purple,purple,0.69315,1
817,Koby Karp,Koby Karp,0.69315,1
818,glx11,glx11,0.69315,1
819,FreshAI,KevinRushJiajieYu,0.69315,1
820,Alexander Ponomarchuk,Alexander Ponomarchuk,0.69315,1
821,Bijoy Johnson,Bijoy Johnson,0.69315,2
822,AnirudhSharma,AnirudhSharma,0.69315,1
823,SarthakYadav,SarthakYadav,0.69315,1
824,Dinesh,Dinesh,0.69315,1
825,amsantac,amsantac,0.69315,1
826,Roshan Shetty,Roshan Shetty,0.69315,1
827,SkyLibrary,SkyLibrary,0.69315,1
828,Bootes,Bootes,0.69315,1
829,frankman,frankman,0.69315,1
830,Birchwood,Birchwood,0.69315,1
831,MikeMcDermott,MikeMcDermott,0.69315,1
832,Fausto Milletari,Fausto Milletari,0.69315,1
833,Syberia,Killseeking KrakenFrictionless Jellyfish,0.69315,1
834,Vishal,Vishal,0.69315,1
835,Rashedul Haydar,Rashedul Haydar,0.69315,1
836,Peter Pinto,Peter Pinto,0.69315,1
837,DuraQ,DuraQ,0.69315,1
838,GooDooDoo,GooDooDoo,0.69315,1
839,fastai,Jeremy Howard,0.69315,1
840,soobrosa,soobrosa,0.69315,1
841,Özgün Genç,Özgün Genç,0.69315,1
842,Paul M. Heider,Paul M. Heider,0.69315,1
843,oxymor0n,oxymor0n,0.69315,1
844,Shahram Mohrehkesh,Shahram Mohrehkesh,0.69315,1
845,bakkal,bakkal,0.69315,1
846,Brandon M. Burroughs,Brandon M. Burroughs,0.69315,1
847,Ursan,Ursan,0.69315,1
848,vwz,vwz,0.69315,1
849,zichenzhang,zichenzhang,0.69315,1
850,Walk-like-a-FiringBowl,Mu Tian,0.69315,1
851,Abecedarian,Abecedarian,0.69315,1
852,david,david,0.69315,1
853,Krzysiek Dzienisiuk,Krzysiek Dzienisiuk,0.69315,1
854,quadcore,quadcore,0.69315,1
855,BrandonW,BrandonW,0.69315,1
856,AhmedMohamedou,AhmedMohamedou,0.69315,1
857,wlouie,wlouie,0.69315,1
858,Dmitry Dryomov,Dmitry Dryomov,0.69315,1
859,SlavaKozlov,SlavaKozlov,0.69315,1
860,Ilya Katz,Ilya Katz,0.69315,1
861,DataHoliks,Raj,0.69315,1
862,Peter Boord,Peter Boord,0.69315,1
863,MAS,MAS,0.69315,1
864,vinitmuchhala,vinitmuchhala,0.69315,1
865,Chandrak1907,Chandrak1907,0.69315,1
866,JayakumarMuthukumarasamy,JayakumarMuthukumarasamy,0.69315,1
867,David Paredes,David Paredes,0.69315,1
868,Jhair Gallardo,Jhair Gallardo,0.69315,1
869,BJanota11,BJanota11,0.69315,2
870,Jason Miller,Jason Miller,0.69315,3
871,BenDuffy,BenDuffy,0.69315,1
872,LyonChen,lyonc,0.69315,1
873,A Just Machine,A Just Machine,0.69315,1
874,Brandon O,Brandon O,0.69315,3
875,Mukesh Srivastava,Mukesh Srivastava,0.69315,1
876,Henry Liu,Henry Liu,0.69315,1
877,Alexander Flyax,Alexander Flyax,0.69315,3
878,tecperson,tecperson,0.69315,1
879,maryou,maryou,0.69315,1
880,JasonMancuso,JasonMancuso,0.69315,1
881,Ondrej Bohdal,Ondrej Bohdal,0.69315,2
882,Vincent L.,Vincent L.,0.69315,1
883,Qingchen,Qingchen,0.69315,1
884,Shahnawaz Akhtar,Shahnawaz Akhtar,0.69315,1
885,Chuck Bolin,Chuck Bolin,0.69315,1
886,arnav,arnav,0.69315,1
887,Rich He,Rich He,0.69315,1
888,David 2,David,0.69315,1
889,Mr.K,Mr.K,0.69315,1
890,Anton Chikin,Anton Chikin,0.69315,1
891,JoãoRamos,JoãoRamos,0.69315,1
892,vikramreddy,vikramreddy,0.69315,1
893,submarine30,submarine30,0.69315,1
894,deep_diggers,Mauhammad Faizan,0.69315,1
895,rsent,rsent,0.69315,1
896,Telcontar120,Telcontar120,0.69315,1
897,Sara,Sara,0.69315,1
898,ajsaxena,ajsaxena,0.69315,1
899,Michal Daniluk,Michal Daniluk,0.69315,1
900,Doug Koch,Doug Koch,0.69315,1
901,Ron_Tam,Ron_Tam,0.69315,1
902,raysfr,raysfr,0.69315,1
903,Barry,Barry,0.69315,1
904,Sai Krishna Gaddam,Sai Krishna Gaddam,0.69315,1
905,sidb,sidb,0.69315,1
906,Hythlodaeus42,Hythlodaeus42,0.69315,1
907,Igor Krashenyi,Igor Krashenyi,0.69315,1
908,kcjt,kcjt,0.69315,1
909,Jeff Liu,Jeff Liu,0.69315,3
910,piotrszul,piotrszul,0.69315,1
911,Bill Zichos,Bill Zichos,0.69315,1
912,SergF,SergF,0.69315,1
913,Ben,baochens,0.69315,1
914,OP,OP,0.69315,1
915,Anirudh Suresh,Anirudh Suresh,0.69315,2
916,Mike,Mike,0.69315,1
917,Sparse Woodman,Sparse Woodman,0.69315,1
918,jjtoharia,jjtoharia,0.69315,1
919,mohan,mohan,0.69315,3
920,jvaughn007,jvaughn007,0.69315,1
921,Alban,Alban,0.69315,1
922,SACHINNOWAL,SACHINNOWAL,0.69315,1
923,Matt Riblett,Matt Riblett,0.69315,1
924,Djinny,Djinny,0.69315,1
925,djstrong,djstrong,0.69315,1
926,yyuan,yyuan,0.69315,1
927,vhan,vhan,0.69315,1
928,mapigmas,mapigmas,0.69315,1
929,SJ,Sukesh Jain,0.69315,7
930,???????,???????,0.69315,1
931,ATCGuy,ATCGuy,0.69315,1
932,Chris Choy,Chris Choy,0.69315,1
933,nkhuyu,nkhuyu,0.69315,1
934,phuongpham,phuongpham,0.69315,1
935,Natalie Hunt,Natalie Hunt,0.69315,1
936,J&J,junli,0.69315,1
937,TenaciousTerrier,TenaciousTerrier,0.69315,1
938,bangbangbear,bangbangbear,0.69315,1
939,GaoYL,GaoYL,0.69315,1
940,Leon,Leon,0.69315,1
941,Chee Hau,Chee Hau,0.69315,1
942,Sue,Sue,0.69315,1
943,ash hafez,ash hafez,0.69315,1
944,yilisg,yilisg,0.69315,1
945,Mouatez,Mouatez,0.69315,1
946,Gangadhar Payyavula,Gangadhar Payyavula,0.69315,1
947,Sergei Bugrov,Sergei Bugrov,0.69315,1
948,Sijia,Sijia,0.69315,1
949,leexa,leexa,0.69315,1
950,ChandanPanda,ChandanPanda,0.69315,1
951,Paul H,Paul H,0.69315,1
952,all_random,all_random,0.69315,1
953,trimnac,trimnac,0.69315,1
954,yobobski,yobobski,0.69315,1
955,srrobert,srrobertRobert Weirkevinli0918,0.69315,1
956,Anton Popov,Anton Popov,0.69315,1
957,Mai Xuan Trang,Mai Xuan Trang,0.69315,3
958,amunategui,amunategui,0.69315,1
959,Luke,Luke,0.69315,1
960,slideroolz,slideroolz,0.69315,3
961,Aris,Aris,0.69315,1
962,Ivan Iordanov,Ivan Iordanov,0.69315,1
963,noooooo,noooooo,0.69315,1
964,Niklas Köhler,Niklas Köhler,0.69315,1
965,Julian Jungwirth,Julian Jungwirth,0.69315,1
966,hhkk,hhkk,0.69315,1
967,wunderwuzzi1975,wunderwuzzi1975,0.69315,1
968,isnani,isnani,0.69315,1
969,Surfer,Eagles2F,0.69315,1
970,DataExplorers,cgratieValeriu,0.69315,1
971,PPAP,PPAP,0.69315,1
972,Karlo Deak,ostochast,0.69315,1
973,?? ?,?? ?,0.69315,1
974,DamienDasnoy,DamienDasnoy,0.69315,1
975,SarahLee,SarahLee,0.69315,1
976,Jakub Langr,Jakub Langr,0.69315,1
977,CasvandenBogaard,CasvandenBogaard,0.69315,1
978,cmiller01,cmiller01,0.69315,1
979,syllogismos,syllogismos,0.69315,1
980,Jacques Peeters,Jacques Peeters,0.69315,1
981,Nguyen Khanh,Nguyen Khanh,0.69315,1
982,Vautrin,Vautrin,0.69315,1
983,Roman Fayvisovich,Roman Fayvisovich,0.69315,1
984,Rostam,Rostam,0.69315,1
985,Dennis,Dennis,0.69315,1
986,RiccardoValentini,RivalMUC,0.69315,1
987,FabianBrueck,FabianBrueck,0.69315,1
988,Abraham Lama Salomon,Abraham Lama Salomon,0.69315,2
989,HardCount,HardCount,0.69315,1
990,Gaffer,Gaffer,0.69315,1
991,BLester125,BLester125,0.69315,1
992,"Christian, Ben, Josh",ChristianSimsBenThayerjadkins,0.69315,1
993,ziron,ziron,0.69315,1
994,Nicky Mahon,Nicky Mahon,0.69315,1
995,plgagnon,plgagnon,0.69315,1
996,Vikram Jha,Vikram Jha,0.69315,1
997,selim,selim,0.69315,1
998,ZachMalchano,ZachMalchano,0.69315,1
999,nrejue,nrejue,0.69315,1
1000,juandoso,juandoso,0.69315,1
1001,M6stafa,M6stafa,0.69315,1
1002,something4kag,something4kag,0.69315,1
1003,zapp,Matthias Frank,0.69315,1
1004,Hussam Hamdan,can,0.69315,1
1005,Life Elixir,AmirVahidktbernoulliMaryTroiani+3,0.69315,1
1006,felton 2,felton,0.69315,1
1007,STO_OTZ,STO_OTZ,0.69315,1
1008,SJHero,EndlessWaltzHahahaShengganQiMingZheng,0.69315,2
1009,ETRI,ETRI,0.69315,1
1010,Vegan Power,Vegan Power,0.69315,1
1011,PET-Scanner,Kahuna,0.69315,1
1012,Seungwook Kim,Seungwook Kim,0.69315,1
1013,RajatJain,RajatJain,0.69315,2
1014,Wall-E,E.,0.69315,1
1015,?,flintaxeJaneomanor,0.69315,1
1016,whatisdata,whatisdata,0.69315,1
1017,LizaSheina,LizaSheina,0.69315,1
1018,ChenMingqing,ChenMingqing,0.69315,1
1019,thedoctor,Guoming YangAkhil Acharya,0.69315,1
1020,Nthana,Nthana,0.69315,1
1021,chris r,chris r,0.69315,3
1022,hintontech.cn,laotao,0.69315,1
1023,Yoli,LalitLaxmi,0.69315,2
1024,Abhishek Nagarjuna,Abhishek Nagarjuna,0.69315,1
1025,Donut Thieves,Kaooliviaa,0.69315,1
1026,HaoxuanDou,HaoxuanDou,0.69315,1
1027,Codewarrior,Codewarrior,0.69315,1
1028,easonchen,Eason Chen,0.69315,1
1029,SurajSingh,SurajSingh,0.69315,3
1030,jwilbs,jwilbs,0.69315,1
1031,marugari,marugari,0.69315,1
1032,anmuTaka,anmuTaka,0.69315,1
1033,KhushhallChandraMahajan,KhushhallChandraMahajan,0.69315,1
1034,rollingstone,rollingstone,0.69315,1
1035,amyaramine,amyaramine,0.69315,1
1036,Diego Mikhaloff,Diego Mikhaloff,0.69315,1
1037,Ismini Lourentzou,Ismini Lourentzou,0.69315,1
1038,PzPz,PzPz,0.69315,1
1039,Liu_xiang,Liu_xiang,0.69315,1
1040,aepi,aepi,0.69315,1
1041,horsepurve,horsepurve,0.69315,1
1042,KoTok,KoTok,0.69315,1
1043,Data Punks,Hemant Kumar SinghFakhreAlam,0.69315,1
1044,Pingan_Vision,DJ_Li,0.69315,1
1045,Sébastien MATHIEU,Sébastien MATHIEU,0.69315,1
1046,MRI,FrankOngsidward,0.69315,1
1047,Jorge Luis Trigueros Cruz,Jorge Luis Trigueros Cruz,0.69315,1
1048,The Three Musketeers,LivingProgramRuntime-LearnerMowglie,0.69315,1
1049,Meng Yuxian,Meng Yuxian,0.69315,1
1050,mingyue,mingyue,0.69315,2
1051,DeepLuCaPred,ShawnYuen,0.69315,1
1052,Vladimir Machavariani (Ph.D),Vladimir Machavariani (Ph.D),0.69315,1
1053,nutee000,nutee000,0.69315,1
1054,Algotics,Afroz HussainSyed Meesum Ali Zaidi,0.69315,1
1055,Data Bystander,Data Bystander,0.69315,1
1056,sudoprime,sudoprime,0.69315,1
1057,Eija,Tatiana,0.69315,1
1058,TuTuFei,H Xu,0.69315,1
1059,chanSP,chanSP,0.69315,2
1060,Sergey Timakov,Sergey Timakov,0.69315,1
1061,SBoost,Hao Li,0.69315,2
1062,Adnan Haque,Adnan Haque,0.69315,1
1063,Francois Lemoine,Francois Lemoine,0.69315,1
1064,Antoine Passemiers,Antoine Passemiers,0.69315,1
1065,Nathan Rawling,Nathan Rawling,0.69315,1
1066,lucasf,itijiou,0.69315,1
1067,rico,rico,0.69315,1
1068,naingenieu,naingenieu,0.69315,1
1069,Kirill Malev,Kirill Malev,0.69315,1
1070,JustinR,JustinR,0.69315,1
1071,ca1ypso,ca1ypso,0.69315,1
1072,Roman Akhunov,Roman Akhunov,0.69315,1
1073,Prithvi,Prithvi,0.69315,1
1074,Andrey Larionov,Andrey Larionov,0.69315,2
1075,Dan Nuffer,Dan Nuffer,0.69315,1
1076,AlanLiew,AlanLiew,0.69315,1
1077,MotJuMi,MotJuMi,0.69315,1
1078,James Lawrence,James Lawrence,0.69315,1
1079,E-M-A-D,E-M-A-D,0.69315,1
1080,GiuseppePrisco,GiuseppePrisco,0.69315,5
1081,PaulG,PaulG,0.69315,1
1082,PD,PD,0.69315,1
1083,Chercheur,Chercheur,0.69315,1
1084,BronchMiners,Ankit ShahTachyon_ajithRohanBadlani,0.69315,1
1085,Pavan Kumar,Pavan Kumar,0.69315,2
1086,DNA,DNA,0.69315,1
1087,Dan J,Dan J,0.69315,1
1088,iwontbecreative,iwontbecreative,0.69315,1
1089,Kenji,Kenji,0.69315,1
1090,Pigeon900,Pigeon900,0.69315,1
1091,smaran,smaran,0.69315,2
1092,Andrew H. Nguyen,Andrew H. Nguyen,0.69315,1
1093,Heng CherKeng,Heng CherKeng,0.69315,1
1094,pseudopolymath,pseudopolymath,0.69315,1
1095,Imagineer,Imagineer,0.69315,1
1096,Stergios,Stergios,0.69315,1
1097,Alexis Gaevsky,Alexis Gaevsky,0.69315,1
1098,Jim Kitzmiller,Jim Kitzmiller,0.69315,1
1099,simejanko,simejanko,0.69315,1
1100,barrettxav,barrettxav,0.69315,1
1101,CesarML,CesarML,0.69315,1
1102,DataStar,DataStar,0.69315,3
1103,Marcelo Amancio,Marcelo Amancio,0.69315,3
1104,Ben Hamner,Ben Hamner,0.69315,5
1105,alberto julian,alberto julian,0.69315,2
1106,M T A S,M T A S,0.69315,1
1107,yaozhang,yaozhang,0.69315,1
1108,Rohit Rawat,Rohit Rawat,0.69315,1
1109,mikepb,mikepb,0.69315,1
1110,maverick,maverick,0.69315,7
1111,rekonder,rekonder,0.69315,1
1112,AHae,AHae,0.69315,1
1113,Ravi Shivam Autar,Ravi Shivam Autar,0.69315,1
1114,Anthony Goldbloom,Anthony Goldbloom,0.69315,1
1115,fivejjs,fivejjs,0.69315,1
1116,plain_parakeet,Roberto MourãoflaviostutzTiagoStutz,0.69315,1
1117,HenrikDahl,HenrikDahl,0.69315,6
1118,mingjerli,mingjerli,0.69315,1
1119,Rowan,Rowan,0.69315,3
1120,shs77,shs77,0.69315,1
1121,Hari Seldon,Hari Seldon,0.69315,1
1122,Gongning Luo,Gongning Luo,0.69315,1
1123,Maria Ale,okon3travellingsalesman,0.69315,1
1124,Hamideh,HHS446,0.69315,3
1125,u39kun,u39kun,0.69315,1
1126,ArnabDey,ArnabDey,0.69315,3
1127,srkudai,srkudai,0.69315,1
1128,DeepOrange,AKSarojDashM_1992Birupakhya Dash,0.69315,1
1129,yarenty,yarenty,0.69315,3
1130,Guo Yading,Guo Yading,0.69315,1
1131,bhatika,bhatika,0.69315,1
1132,Nathan Walter,Nathan Walter,0.69315,2
1133,Sampath Kumar,Sampath Kumar,0.69315,2
1134,jk_fr,jk_fr,0.69315,1
1135,TomF,TomF,0.69315,1
1136,bird0sup,bird0sup,0.69315,4
1137,PhilipSterne,PhilipSterne,0.69315,1
1138,Jonas Leininger,Jonas Leininger,0.69315,1
1139,Xiuyang Guan,Xiuyang Guan,0.69315,1
1140,Sweellan,Sweellan,0.69315,1
1141,Jun Song,Jun Song,0.69315,2
1142,HCL,HCL,0.69368,2
1143,TetianaKodliuk,TetianaKodliuk,0.6952,1
1144,Vikas Reddy,Vikas Reddy,0.69573,1
1145,Another Mediocre Attempt,RobertKramer,0.69608,3
1146,Mihawk,Mihawk,0.69739,2
1147,Denis,Denis,0.7021,1
1148,gtrimarc,gtrimarc,0.70243,1
1149,ORACULODELSUR,ORACULODELSUR,0.70518,1
1150,Junxiao,Junxiao,0.70919,3
1151,SciForce,Dmytro TkanovMax VedeugkarValerii AgieievEldarAllakhverdiiev,0.71731,1
1152,mutatos,mutatos,0.71789,5
1153,Weijian Ma,Weijian Ma,0.72027,6
1154,lugechobod,lugechobod,0.72027,3
1155,kirill_emilianov,kirill_emilianov,0.72027,3
1156,myunggi,myunggi,0.72027,4
1157,smartcv,smartcv,0.72573,3
1158,cludracano,cludracano,0.72573,3
1159,mozgoweak1,mozgoweak1,0.72573,3
1160,antoine.mercier,antoine.mercier,0.72573,3
1161,kyoungjin,kyoungjin,0.72573,3
1162,Fernando Palacios,Fernando Palacios,0.72888,2
1163,__SP,__SP,0.73015,3
